,title,genres,developer,publisher,release_date
17744,Solitaire VR,"['Adventure', ' Casual', ' Indie', ' RPG', ' Simulation', ' Strategy']","Babaroga, LLC","Tripp, LLC",2017-04-18
17745,Southpaw,,,,2015-10-27
17749,,,,,
17763,Great Pyramid VR,['Education'],Michal Bárta,3DA,2017-04-14
17764,Skyquake,,,,2017-04-04
17765,Teenage Ghost Punk,,,,2017-04-04
17768,,,,,
17777,,,,,
17778,TennisVR,['Sports'],AbstractGameStudio,AbstractGameStudio,2017-04-19
17780,Space Needle VR,"['Adventure', ' Casual', ' Free to Play', ' Indie']",Expedia Labs,Expedia Inc,2017-04-19
17786,,,,,
17798,Immerse Creator,"['Casual', ' Early Access']",JonBrouchoud,"Arch Virtual, LLC",2017-04-18
17809,Gold,,,,2017-04-18
17827,Cyberlink PowerDVD 17 Ultra,['Video Production'],CyberLink,Koch Media,2017-04-11
17835,,,,,
17841,,,,,
17847,Virtual Idea Area,"['Design & Illustration', ' Utilities']",Racaedym Software,Racaedym Software,2017-04-14
17850,Valkyrie Blade VR,"['Action', ' Free to Play']","Bluehole, Inc.","Bluehole, Inc.",2017-04-12
17854,Amigo VR,"['Casual', ' Free to Play', ' Massively Multiplayer', ' Simulation', ' Strategy']",Amigo VR Studio,Amigo VR Studio,2017-04-13
17856,Solaright,"['Casual', ' Indie']",Zabuza Labs,Zabuza Labs,2017-04-13
17858,Virtually Impossible,"['Action', ' Adventure', ' Casual', ' Indie', ' Racing', ' Simulation']",Growl Interactive,Growl Interactive,2017-04-13
17866,,,,,
17893,,,,,
17894,,,,,
17901,,,,,
17905,,,,,
17912,The Melody of Dust,"['Adventure', ' Indie']",Viacom NEXT,Viacom NEXT,2017-04-10
17939,Desert Battle,"['Action', ' Adventure']",威震天科技,威震天科技,2017-04-11
17946,Trickshot,"['Adventure', ' Casual', ' Indie']",Dillon Lewis,NoRulesMakeGame,2017-04-07
17950,Forestry,"['Adventure', ' Casual']",Decoder,Decoder,2017-04-07
17954,,,,,
17955,,,,,
17958,A Lost Room,"['Adventure', ' Casual', ' Indie']",Cruel Byte,-,2017-04-05
17961,Radiant Crusade,"['Action', ' Indie', ' Racing', ' RPG', ' Simulation', ' Strategy']",Radiance Games,Radiance Games,2017-04-05
17964,Exterminator,"['Action', ' Casual', ' Sports']","PRIME WORKS Co.,Ltd.","PRIME WORKS Co.,Ltd.",2017-04-05
17979,Personal Disco VR,"['Casual', ' Indie']",Dual Heights Software,Dual Heights Software,2017-04-06
17980,,,,,
17983,Indian Comedy Tour,,,,2010-01-01
18014,,,,,
18021,,,,,
18029,,,,,
18030,,,,,
18035,,,,,
18036,,,,,
18037,,,,,
18038,,,,,
18051,The Founder,,,,2017-04-04
18067,Deep End,"['Action', ' Indie']",Red Line Reality,Red Line Reality,2017-03-31
18071,,,,,
18072,Janus VR,"['Indie', ' Simulation', ' Web Publishing']","Janus VR, Inc.","Janus VR, Inc.",2017-03-31
18079,,,,,
18084,7VR Wonders,['Education'],VRMonkey,VRMonkey,2017-04-02
18089,OVRdrop,['Utilities'],Nicholas Ewalt,Nicholas Ewalt,2017-03-31
18091,Project LUX,"['Adventure', ' Casual', ' Indie', ' Early Access']",Spicy Tails,Sekai Project,2017-03-30
18092,,,,,
18093,Gintama,,,,2017-03-30
18094,,,,,
18097,,,,,
18098,ReLIFE,,,,2017-03-30
18099,91 Days,,,,2017-03-30
18100,Ace Attorney,,,,2017-03-30
18102,,,,,
18103,Alderamin on the Sky,,,,2017-03-30
18104,JOKER GAME,,,,2017-03-30
18105,Kabaneri of the Iron Fortress,,,,2017-03-30
18106,Mob Psycho 100,,,,2017-03-30
18109,,,,,
18110,KanColle,,,,2017-03-30
18111,NANBAKA,,,,2017-03-30
18112,Orange,,,,2017-03-30
18113,,,,,
18114,Taboo Tattoo,,,,2017-03-30
18118,Bitcoin VR,['Simulation'],Indiesquare,Indiesquare,2017-03-31
18120,,,,,
18125,Mouse Playhouse,"['Casual', ' Free to Play', ' Indie']",Tinkertainment,SMU Guildhall,2017-03-31
18136,,,,,
18137,Twin Star Exorcists,,,,2017-03-30
18138,The Testament of Sister New Devil,,,,2017-03-30
18147,The Unearthing,,,,2017-03-30
18149,Amateur Night,,,,2016-08-05
18150,Dick Wilde,"['Action', ' Casual', ' Indie']",Bolverk Games,PlayStack,2017-03-30
18152,,,,,
18153,Virtual Sports,"['Action', ' Casual', ' Simulation', ' Sports']",Free Range Games,Vive Studios,2017-03-29
18154,Happy Penguin VR,"['Action', ' Adventure', ' Indie', ' Simulation', ' Sports']",Bellcat Game,Bellcat Game,2017-03-31
18156,Planet Defender,"['Action', ' Adventure', ' Casual', ' Indie']",Fevolution Innovation Inc.,Fevolution Innovation Inc.,2017-03-30
18163,,,,,
18164,Bungo Stray Dogs,,,,2017-03-30
18165,INFINITI VR,['Free to Play'],The Pulse,The Pulse,2017-03-28
18168,,,,,
18169,,,,,
18175,,,,,
18177,,,,,
18185,,,,,
18193,,,,,
18195,Narcosis,"['Adventure', ' Indie']","Honor Code, Inc.","Honor Code, Inc.",2017-03-28
18216,,,,,
18218,Ze VR,"['Action', ' Casual', ' Indie']",Funny Bit Games,Funny Bit Games,2017-03-11
18225,Storm VR,"['Adventure', ' Casual', ' Indie', ' Simulation']",TeamStormVR,TeamStormVR,2016-09-23
18227,Weelco VR,"['Animation & Modeling', ' Utilities', ' Video Production']",weelco_vr,weelco_vr,2017-03-21
18255,Mekside VR,"['Indie', ' Massively Multiplayer', ' Simulation', ' Early Access']",Quantaze Interactive,Quantaze Interactive,2017-03-27
18271,Play with Balloon,"['Casual', ' Indie', ' Sports', ' Early Access']",Funystone Inc.,Funystone Inc.,2017-03-24
18273,,,,,
18278,City Rush,"['Action', ' Adventure', ' Free to Play', ' Racing', ' Sports', ' Early Access']",Liam Swetnam,Liam Swetnam,2017-03-22
18279,Chika Militant Cockroach,"['Action', ' Adventure', ' Casual', ' Indie']",,,2017-03-22
18283,In Your Face TD,"['Action', ' Strategy']",BitBreak I/S,BitBreak I/S,2017-03-22
18295,VR Batting,"['Indie', ' Simulation', ' Sports']",Saad Khan,Arbisoft,2017-03-20
18304,McOsu,['Indie'],McKay,McKay,2017-03-20
18319,,,,,
18320,Running Sausage,"['Action', ' Indie', ' Sports']",,,2017-03-19
18335,Arch Virtual HQ,['Design & Illustration'],"Arch Virtual, LLC","Arch Virtual, LLC",2017-03-15
18339,Tales of Escape,"['Adventure', ' Casual', ' Free to Play', ' Indie']",OnSkull Games,OnSkull Games,2017-03-15
18356,Mister Mart,"['Action', ' Indie', ' Early Access']","Studio217, LLC","Studio217, LLC",2017-03-16
18361,,,,,
18367,Panzer Panic VR,"['Action', ' Casual']",HandyGames,HandyGames,2017-03-15
18373,Overload,"['Action', ' Early Access']","Revival Productions, LLC","Revival Productions, LLC",2017-03-13
18376,IronWolf VR,"['Action', ' Indie', ' Simulation', ' Early Access']",Ionized Studios,Ionized Studios,2017-03-13
18377,Carlos III y la difusión de la antigüedad,['Adventure'],Future Lighthouse,Future Lighthouse,2017-03-13
18378,Freedom Locomotion VR,"['Casual', ' Free to Play', ' Indie']",Huge Robot,Huge Robot,2017-03-13
18380,The Ancient Remains,"['Action', ' Adventure', ' Indie', ' RPG', ' Early Access']",Outhouse Games,Outhouse Games,2017-03-13
18383,War of Castle VR,"['Action', ' Indie', ' Massively Multiplayer', ' Early Access']",lemonvr,lemonvr,2017-03-13
18391,VR Sports,"['Action', ' Casual', ' Indie', ' Sports']",SAT-BOX,SAT-BOX,2017-03-13
18394,Quizality,"['Casual', ' Indie', ' Strategy']",UV Games Ltd,UV Games Ltd,2017-03-14
18396,,,,,
18404,Spaghettiman,,,,2017-03-10
18406,Dreadhalls,"['Adventure', ' Indie']",White Door Games,White Door Games,2017-03-09
18407,Rubber Ball VR,"['Casual', ' Simulation', ' Sports', ' Early Access']",Viraug,Viraug,2017-03-09
18412,Rota Craze,"['Casual', ' Indie']",GS,"Scoles Technologies, LLC",2017-03-08
18418,Paper Toss VR,['Casual'],zhangwenlu,zhangwenlu,2017-03-10
18429,Discovering Space 2,"['Casual', ' Indie', ' Simulation']",Discovering VR,Discovering VR,2017-03-10
18432,,,,,
18437,Jupiteration,['Action'],Bartoš Studio,Bartoš Studio,2017-03-10
18443,Trajectory,"['Action', ' Adventure']",Sky Trail Ltd,Sky Trail Ltd,2017-03-10
18457,,,,,
18461,,,,,
18463,Dark Legion VR,"['Action', ' Adventure', ' Casual', ' Indie', ' Early Access']",Ice World,Ice World,2017-03-07
18471,The American Nurse,,,,2014-05-08
18472,The Legend of Chupacabras,,,,2017-03-07
18481,Bloodrunners,,,,2017-03-07
18487,,,,,
18495,,,,,
18523,,,,,
18526,MGSLeisure1000,"['Simulation', ' Sports', ' Early Access']",MGSStudios,MGSStudios,2018-01-01
18528,Vektron Revenge,"['Action', ' Indie']",Ludovic Texier,Ludovic Texier,2017-03-06
18529,,,,,
18531,The Raiders,"['Action', ' Casual', ' Indie']",Applemint,Applemint,2017-03-01
18536,,,,,
18540,TRANCE VR,"['Action', ' Indie', ' Strategy']",Fatmoth,Fatmoth,2017-05-25
18542,Fancy Fishing VR,"['Action', ' Adventure', ' Casual']",哈视奇科技,哈视奇科技,2017-03-02
18543,,,,,
18545,Stage Presence,"['Casual', ' Indie', ' Simulation']",Sea Green Games,tinyBuild,2017-02-28
18566,Plank not included,"['Casual', ' Indie', ' Simulation']",4 Fun Studio,4 Fun Studio,2017-03-01
18572,Ping Pong League,['Sports'],Cover Corp.,Cover Corp.,2017-02-27
18586,The Golf Club VR,"['Indie', ' Simulation', ' Sports']",HB Studios,HB Studios,2017-02-24
18594,Lost in the Ocean VR,"['Action', ' Adventure', ' Indie', ' Simulation']",Tunnel Vision Studio,Tunnel Vision Studio,2017-02-24
18601,Cut Cut Buffet,"['Action', ' Casual', ' Indie', ' Simulation', ' Early Access']",2BDev,2BDev,2017-02-24
18604,Mint Muse Sound Flare,"['Audio Production', ' Early Access']",Mint Muse Inc,Mint Muse Inc,2017-02-24
18605,Just VR Slingshot Target Practice,"['Action', ' Casual', ' Indie']",Shorebound Studios,Shorebound Studios,2017-02-24
18607,VR Audio Visualizer,"['Indie', ' Simulation']",Weekend Soft,Weekend Soft,2017-02-24
18612,Smackitball,"['Sports', ' Early Access']",Kevin Fathi,VR Sports,2017-02-27
18620,Tethered,"['Indie', ' Strategy']",Secret Sorcery Limited,Secret Sorcery Limited,2017-02-27
18632,Inception VR,"['Utilities', ' Video Production']",Inception,Inception,2017-02-23
18635,,,,,
18646,Unforgiven VR,"['Action', ' Indie', ' Sports', ' Early Access']",Delirium Studios,Talking About Media,2017-02-23
18650,FERIT Simulator,['Education'],Denis Vajak,"Fakultet elektrotehnike, računarstva i informacijskih tehnologija Osijek",2017-02-20
18665,,,,,
18668,,,,,
18670,,,,,
18671,,,,,
18672,,,,,
18673,,,,,
18674,CYBER JOLT,"['Action', ' Casual', ' Indie', ' Racing']",Deceptive Games Ltd.,Deceptive Games Ltd.,2017-02-21
18675,,,,,
18678,Space Fist,"['Action', ' Indie']",WING VR,WING VR,2017-02-21
18682,,,,,
18695,Housekeeping VR,"['Action', ' Adventure', ' Indie', ' RPG', ' Simulation', ' Early Access']",Peach Pie Productions,Glass Hand Studios,2017-02-21
18700,,,,,
18718,The Path of Greatest Resistance,['Action'],RealityRig,RealityRig,2017-02-17
18719,Sentinels,"['Action', ' Indie', ' Strategy', ' Early Access']",MindWalker Games,MindWalker Games,2017-02-17
18721,Keep Balance VR,['Casual'],zhangwenlu,zhangwenlu,2017-02-20
18722,,,,,
18727,InMind 2 VR,"['Action', ' Adventure', ' Indie']",Luden.io,Nival,2017-02-17
18729,,,,,
18730,,,,,
18731,,,,,
18732,,,,,
18733,,,,,
18734,,,,,
18735,,,,,
18736,,,,,
18737,,,,,
18746,Bocce Beach,"['Casual', ' Indie', ' Sports', ' Strategy']","Funly, LLC","Funly, LLC",2017-02-16
18748,Cubians VR,"['Casual', ' Strategy']",IKINA GAMES,IKINA GAMES,2017-02-16
18749,,,,,
18754,,,,,
18769,VR Home,"['Indie', ' Simulation', ' Early Access']",Dandover,Dandover,2017-02-16
18770,,,,,
18772,Drugstore Cowboy,,,,1993-08-09
18775,Good Will Hunting,,,,1998-12-01
18776,Hercules in New York,,,,1970-12-16
18781,,,,,
18788,Treehouse Basketball,"['Action', ' Free to Play', ' Simulation', ' Sports']",Treehouse,Treehouse,2017-02-15
18789,Sky Sanctuary,"['Action', ' Indie', ' Sports', ' Early Access']",Glitchr Studio,Glitchr Studio,2017-02-15
18803,,,,,
18821,,,,,
18822,,,,,
18823,,,,,
18824,,,,,
18825,,,,,
18826,,,,,
18827,,,,,
18828,,,,,
18829,,,,,
18830,,,,,
18831,,,,,
18834,Inuyasha,,,,2002-08-31
18870,SYMMETRY alpha,"['Free to Play', ' Design & Illustration']",DVERSE Inc.,DVERSE Inc.,2017-02-12
18871,Kung Fu Ping Pong,"['Action', ' Indie', ' Sports', ' Early Access']",BLAZORS,BLAZORS,2017-01-20
18872,Hindenburg VR,"['Animation & Modeling', ' Design & Illustration', ' Education']",Michal Bárta,3DA,2016-10-14
18873,EnterVR,"['Action', ' Adventure', ' Casual', ' Indie', ' Strategy']",KeyboardMeow,Charming Game,2017-02-14
18892,,,,,
18903,,,,,
18920,,,,,
18926,Beyond the City VR,"['Action', ' Casual', ' Indie', ' Strategy', ' Early Access']",成都小微云联 LittleV,成都小微云联 LittleV,2017-01-31
18928,VRog,"['Action', ' Indie']",ByteRockers' Games,ByteRockers' Games,2017-02-09
18930,Rest House,"['Adventure', ' Early Access']",studio Don Quixote,"studio Don Quixote, Minotaur production",2017-02-08
18931,Dimensional Rift,"['Free to Play', ' Indie']",Team Seven,Team Seven,2017-02-08
18932,Blue Effect VR,"['Action', ' Indie']",DIVR Labs,DIVR Labs,2016-09-29
18934,Pyro VR,"['Action', ' Casual', ' Simulation', ' Early Access']",Virtual Light VR,Virtual Light VR,2017-02-08
18939,,,,,
18954,Archery Practice VR,"['Action', ' Adventure', ' Casual', ' Indie', ' RPG']",Virtual Rage Studios LLC,Virtual Rage Studios LLC,2017-02-08
18958,Manchester By The Sea,,,,2017-02-07
18959,The 9th Life of Louis Drax,,,,2017-02-07
18962,Boogeyman 2,"['Indie', ' Strategy']",Barry McCabe,Clockwork Wolf,2017-02-07
18964,Derail Valley,"['Simulation', ' Early Access']",Altfuture,Altfuture,
18966,,,,,
18967,Dirty Dancing,,,,1987-08-21
18970,VR Golf Online,"['Action', ' Casual', ' Sports']","MAUMGOLF Co.,Ltd.",Kakao Games Corp.,2017-02-08
18972,MonkeyKing VR,"['Action', ' Adventure', ' Casual', ' Strategy']",Gene Games Technology,Gene Games Technology,2017-02-06
18990,,,,,
19005,TheScreamer VR,"['Indie', ' Simulation']",LunarCitySeven,LunarCitySeven,2017-02-03
19014,,,,,
19018,We Were Here,"['Action', ' Adventure', ' Free to Play']",Total Mayhem Games,Total Mayhem Games,2017-02-03
19019,Tribocalypse VR,"['Action', ' Casual', ' Indie']",Totemic Entertainment Ltd,Totemic Entertainment Ltd,2017-02-03
19020,Air Rage,['Education'],Emblematic Group,Emblematic Group,2016-03-14
19026,,,,,
19028,Evolution VR,"['Action', ' Casual', ' Indie', ' Strategy']",Magic Tavern,Magic Tavern,2017-02-03
19033,Sky Climbers,"['Action', ' Adventure', ' Casual', ' Indie', ' RPG', ' Early Access']",,THGS Inc,2017-02-03
19037,,,,,
19064,,,,,
19065,CuVRball,"['Action', ' Casual', ' Indie', ' Sports', ' Early Access']",Hypergolic Games,Hypergolic Games,2017-01-31
19076,VRChat,"['Adventure', ' Casual', ' Free to Play', ' Massively Multiplayer', ' Simulation', ' Sports', ' Early Access']",VRChat Inc.,VRChat Inc.,2017-02-01
19084,Orbital Injection,"['Casual', ' Simulation']",Packet39,Packet39,2017-02-01
19110,Lazer Team,,,,2017-02-03
19136,Samurai Sword VR,"['Action', ' Casual']",SAT-BOX,SAT-BOX,2017-01-30
19147,Project Shield,"['Action', ' Casual', ' Early Access']",Cool Beans Studios LLC,Cool Beans Studios LLC,2017-01-27
19154,Knockout League,"['Sports', ' Early Access']",Grab Games,Grab Games,2017-01-24
19162,Happy Drummer VR,"['Casual', ' Simulation']",Lusionsoft,Lusionsoft,2017-01-24
19165,Child Of Ault,"['Action', ' Adventure']",Hangzhou NezhaGames,Hangzhou NezhaGames,2017-01-24
19166,,,,,
19172,Super Pixel Smash,"['Action', ' Casual', ' Indie', ' Sports']",Rank17,Rank17,2017-01-25
19173,Vector 36,"['Action', ' Indie', ' Racing', ' Simulation']",Red River Studio LLC,NA,2017-01-25
19188,Awaken,"['Adventure', ' Casual', ' Indie', ' Early Access']",Blueprint Reality Inc.,Blueprint Reality Inc.,2017-01-26
19200,Daydream Blue,"['Adventure', ' Casual', ' Indie']",RalphVR,RalphVR,2017-01-25
19213,Home Tech VR,"['Casual', ' Indie', ' Simulation', ' Strategy', ' Early Access']",360 Evolve VR Pty Ltd,360 Evolve VR Pty Ltd,2017-01-19
19224,,,,,
19237,,,,,
19238,,,,,
19277,Island Getaway,"['Adventure', ' Casual', ' Sports']",Frosted Brain,Frosted Brain,2017-01-16
19279,Wacky Wings VR,"['Casual', ' Indie', ' Racing']",Pocket Money Games,Pocket Money Games,2017-01-16
19281,Henry The Hamster Handler VR,"['Casual', ' Indie']",Pocket Money Games,Pocket Money Games,2017-01-16
19289,Siegecraft Commander,"['Action', ' Strategy']",Blowfish Studios,Blowfish Studios,2017-01-16
19293,Street of Sanctuary VR,"['Action', ' Indie']",MoyeVR,MoyeVR,2017-01-14
19294,The table at war VR,"['Casual', ' Simulation', ' Strategy']",KudaiGame,KudaiGame,2017-01-16
19302,,,,,
19312,Kindled Cavern,"['Action', ' Adventure', ' Indie']",Pretty Okay Games,Pretty Okay Games,2017-01-13
19318,Noda,"['Casual', ' Indie', ' Early Access']",Coding Leap,Coding Leap,2017-01-12
19338,Quick Draw,['Action'],Playing With Matches,Playing With Matches,2017-01-10
19341,,,,,
19342,Boost,"['Action', ' Casual', ' Indie', ' Sports', ' Early Access']",Parallel Mind LLC,Parallel Mind LLC,2017-01-11
19350,,,,,
19352,,,,,
19357,Dating Lessons,['Education'],Cerevrum Inc.,Cerevrum Inc.,2017-01-12
19371,,,,,
19374,Perch,"['Action', ' Adventure', ' Casual', ' Strategy', ' Early Access']",Douglas Liang,Fantom Fathom LLC,2017-01-05
19375,Blortasia,"['Casual', ' Indie']",Shape Space VR,Mack Art Productions Inc,2017-01-05
19377,Earth Girls Are Easy,,,,2013-02-05
19378,,,,,
19394,Unknown Pharaoh,"['Adventure', ' Casual', ' Indie']",4 Fun Studio,4 Fun Studio,2017-01-05
19395,,,,,
19396,Iron Monkey,,,,2014-03-04
19397,AudioBeats,"['Action', ' Casual', ' Indie', ' Sports']",Famiku,Famiku,2017-01-05
19406,Tiny Wheels,['Simulation'],Robbie Tilton,Robbie Tilton,2017-01-06
19409,,,,,
19414,Mesh Maker VR,"['Animation & Modeling', ' Early Access']",CreateThis.com,CreateThis.com,2017-01-01
19416,Operation Avalanche,,,,2017-01-03
19425,,,,,
19435,Fovos VR,"['Action', ' Free to Play', ' Early Access']",OnSkull Games,OnSkull Games,2017-01-03
19448,Budget Cuts,"['Action', ' Adventure', ' Indie']",Neat Corporation,Neat Corporation,
19453,Wild Game Hunter VR,"['Action', ' Early Access']",fletcher.richman,"Boulder VR Studios, Boulder VR Studios - Boulder",2016-12-23
19460,,,,,
19461,Summer times Afternoon,"['Action', ' Adventure', ' Casual']",Accenthd,Accenthd,2016-12-23
19462,DOOORS VR,"['Action', ' Adventure', ' Casual', ' Indie', ' Simulation']","ODAKO Co.,Ltd.",58works,2016-12-23
19463,Super Ninja Hero VR,"['Action', ' Adventure', ' Indie']","Wuhan Firegame Co.,Ltd.","Wuhan Firegame Co.,Ltd.",2016-12-23
19466,Starship Survivor,"['Action', ' Indie', ' Strategy', ' Early Access']",Edgy Labs LLC,Edgy Labs LLC,2016-12-23
19467,DinoFense,"['Action', ' Casual', ' Indie', ' Strategy']",Team 6,Blue Goji,2016-12-23
19468,GoWings Safari,"['Action', ' Adventure', ' Casual']",Blue Goji,Blue Goji,2016-12-23
19469,Flock VR,"['Casual', ' Indie', ' Simulation']",Object Normal,"Object Normal, Holojam",2016-12-19
19471,,,,,
19473,,,,,
19488,Naughty Or Nice,['Casual'],VR Junkies,VR Junkies,2016-12-24
19489,,,,,
19495,Helen Alone,,,,2016-12-23
19496,Kids vs Monsters,,,,2016-12-23
19497,Craftmas,"['Design & Illustration', ' Early Access']",Freeform Labs,MANDT VR,2016-12-21
19498,,,,,
19502,Fireworks Desert Blast,['Simulation'],Karman Interactive,Karman Interactive,2016-12-22
19505,Old Friend,['Casual'],Tyler Hurd,"Wevr, Inc",2016-12-22
19510,The Price of Freedom,"['Adventure', ' Indie']",Construct Studio,Construct Studio Inc.,2016-12-21
19512,Warka Flarka Flim Flam,"['Casual', ' Indie']",Cabbibo,Cabbibo,2016-12-22
19520,,,,,
19523,Domino Craft VR,"['Casual', ' Simulation']",LusionSoft,LusionSoft,2016-12-21
19527,,,,,
19534,Teratini VR,"['Action', ' Adventure', ' Indie', ' RPG', ' Sports', ' Strategy', ' Early Access']",Shiny Moss,Shiny Moss,2016-12-21
19537,Nemesis Perspective,"['Action', ' Indie']",Evocat Games,Kajak Games,2016-12-21
19543,Magic Hour,"['Adventure', ' Simulation', ' Early Access']",Wolf In Motion Ltd,Wolf In Motion Ltd,2016-12-20
19547,,,,,
19549,,,,,
19552,Deepwater Horizon,,,,2016-12-20
19553,Gooblins,"['Action', ' Casual', ' Indie']","Deform Studio, LLC","Waveform Logic, Inc",2016-12-20
19554,Heavy Impact,"['Action', ' Casual', ' Indie', ' Simulation', ' Sports', ' Early Access']",Studio Captivate,Studio Captivate,2016-12-20
19574,,,,,
19577,Smoots Tennis Survival Zombie,"['Casual', ' Indie', ' Sports']",Kaneda Games,Plug In Digital,2016-12-20
19584,Spacecats with Lasers VR,['Action'],Bitten Toast Games Inc.,Bitten Toast Games Inc.,2016-12-19
19586,,,,,
19588,,,,,
19595,,,,,
19600,Deisim,"['Indie', ' Simulation', ' Strategy', ' Early Access']",Myron Software,Myron Software,2016-12-19
19601,Heroes Must Die the Show,,,,2016-04-14
19606,BasementVR,"['Animation & Modeling', ' Design & Illustration', ' Utilities', ' Web Publishing', ' Early Access']",Adam Roszyk,Mixed Reality,2016-12-19
19607,Mud,,,,2013-07-23
19608,Man From Shaolin,,,,2013-02-26
19614,Escape from Zellman Orbital,"['Adventure', ' Early Access']",Ken Richlin,Ken Richlin,2016-12-16
19618,,,,,
19619,,,,,
19633,,,,,
19636,Special Delivery,"['Action', ' Casual', ' Indie', ' Simulation']",Meerkat Gaming,Meerkat Gaming,2016-12-16
